username,region,age,gender,haircolor,complexion,undertone,eyecolor,rating,review_time,quality_rating,value_rating,title,content,recieved_sample_points,puchase_again,recommend
Kayak K,"Jersey City, NJ",18 to 24,,Medium Brown,Medium,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Quality product!,Lasts all day. Great colors (received 3 of them) AND they blend together really well. Excited to pick up more colors! I received this product complimentary for review purposes.,Yes,Yes,Yes
TK Lowr,Michigan,25 to 34,,Darkest Brown,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Love!!!,"I love this lippie. Most matte lipstick are super drying, but these liquid matte lipsticks have such a sheer finish I just love them. And the price is affordable. The only complaint is I'd have to touch up my lips a lot. But I still think it's worth every penny. I received mine complimentary from influenster.",Yes,Yes,Yes
Mary98,"Washington,DC",18 to 24,,Medium Brown,Deep,Cool Undertone,Light Brown,4 out of 5 stars.,a year ago  ,5,5,Great Lipsticks,"I loved the pigment in the lipsticks but I did notice that the shade “I am worth it” tinted my lips even after I removed the lipstick. Other than that though, I liked the shades.",Yes,Yes,Yes
Caserisa,"Rome, NY",35 to 44,,Medium Brown,Fair,Warm Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Finally!!!!,"I normally avoid liquid lipsticks. No matter the formula they always feel right and dry on me. I wear this daily and an am in love! The colors are amazing, it feels like I’m not wearing anything at all and it lasts all day! The applicator design is great for lining your lips and I get full coverage in one swipe!",Yes,Yes,Yes
MzLewis,"Greensboro, NC",25 to 34,,Medium Blonde,Deep,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Feels like you’re wearing nothing,I really like this liquid lipstick because it literally feels like nothing in the lips. It’s matte but not drying or sticky. I wish the color pay off was little bit better but for everyday wear it works. It is buildable to a degree. Overall good product! I received this product complimentary in my voxbox.,Yes,Yes,Yes
Chelseableau,,35 to 44,,,,,,3 out of 5 stars.,a year ago  ,5,5,Just average,"I received 3 of these lipsticks in exchange for an honest review. Let's start with the shades. Honestly, they weren't the best for me so that definitely influences my review. The nude was too pale for me. The red had more orangish tones in it and that doesn't look the best with my skin tone and features (although it did grow on me as the day went on). The purplish one is my favorite. The color isn't strong enough for my liking however and it still looks quite nude on me. These lipsticks didn't last super long and did come off while eating and drinking. And I did need a few layers to get decent color payoff. I was happy to find these non-drying. I want to try other colors and see what I think then.",Yes,Yes,Yes
Natis12,New mexico,25 to 34,,Light Brown,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Amazing!,"I received this thanks to Influenster & loreal but I cannot be more amazed by this lipsticks! I always use mate lipstick and sometimes they feel really heavy on your lips and dry with this lipstick you dont even feel like you have something on, they are super smooth when you apply and not heavy at all! I really recommend this product!",Yes,Yes,Yes
Skelski04,"Akron,Oh",,Female,Medium Brown,Light,Neutral Undertone,Hazel,4 out of 5 stars.,a year ago  ,5,5,,I have this lipstick in three different shades. Each one goes on wet and turns to matte in a matter of seconds. The colours pop and it hardly feels like you’re wearing anything!,No,Yes,Yes
Shalynnbay,"Norton,VA",35 to 44,,Dark Brown,Fair,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Loved it!,I loved it and the way it felt on my lips. The formula is amazing. It does not dry or gel up!!! I recieved this product from influenster.,Yes,Yes,Yes
Merriamh,"Sioux Falls, SD",18 to 24,,Mahogany,Medium,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,BOLD Color!!,"I got this matte liquid lipstick for testing, courtesy of Influenster, and really liked its results! The color was a very bright and deep red which is a great pop of color. I didn’t give this a 5 star review because it takes quite a while for the lipstick to dry and smudges really easily if not completely dry. Finally, I wish the application stick wasn’t as flimsy.
Once the product is on and dry, it’s comfortBlr and you can barely tell it’s there!",Yes,Yes,Yes
Mausio,IL,25 to 34,,Black,Medium,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Liquidy lippie,"I received this to try out for free.
I really enjoyed this product. It is very liquidy. The applicator is great. It really hugs the lips. Sets after a few minutes. Not budgeproof but it fades to a beautiful stain. You can’t really feel it.",Yes,Yes,Yes
Shannonann,"Detroit, MI",35 to 44,,Dark Brown,Fair,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,I received this complimentary for a fair review. I really like how light weight it is and it has a good color payout,No,Yes,Yes
Heather37,"New Braunfels,TX",35 to 44,,Dark Blonde,Light,Warm Undertone,Light Brown,5 out of 5 stars.,a year ago  ,5,5,My new go-to,"I received 3 of these little lovelies complimentary to test out and review. I absolutely love them! My lips felt so moisturized and like I wasn’t wearing anything! It actually lasted long and didn’t leave me with a ring on the inside of my lips! I feel like for those that love the deep matte look, could build this up on your lips to your desired look! I prefer less matte , I put on Very little and omg so much color payoff on one swipe!! I will be purchasing other colors!!",Yes,Yes,Yes
NessT,Las Vegas,25 to 34,,Soft Black,Medium,Warm Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,,"These lippies are lightweight on the lips. At first when you apply it, it appears shiny but dries to a nice matte. This was not hydrating for my lips and had to apply it twice to get the color. If you have darker lips like me, this is good for tint-like shades. I received these complimentary from Influenster.",No,No,Yes
mstarrrc,"Lewisburg, TN",25 to 34,,Medium Blonde,Medium,Neutral Undertone,Green,5 out of 5 stars.,a year ago  ,5,5,Love is an understatement,"I received L'Oréal Paris Rouge Signature Lasting Matte Liquid Lipstick in exchange for my review. I must say, I didnt have very high expectations but I am so glad L'oreal proved me wrong!!! The matte finish was just perfect in my opinion. The container and applicator was perfect. The product stayed on much longer than I thought it would",Yes,Yes,Yes
Monseee,Yakima WA,18 to 24,,Bleach Blonde,Medium,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Great,I really liked this product. It was a easy to work with the applicator allowed me to outline my lips with no trouble at all. And it left like I had nothing on my lips.10/10 would recommend.,Yes,,Yes
GraceLaMattina,"Spokane, WA",18 to 24,,Black,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,No texture,"I LOVE L’Oréal products. I stopped wearing matte lipstick a while ago because I hate the dry, crusty texture. This lipstick very felt light on the lips like no other lipstick I’ve used before. It feels like you have absolutely nothing on your lips! I don’t think it’s very long lasting, but very easy to touch up.",Yes,No,Yes
Valygirl,Columbus ohio,25 to 34,,Auburn,Fair,Neutral Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,These aren't what I expected.,"I was a little sceptical about how this product would perform. These colors are so beautiful. The packaging gives them a little bit of a different color look, but when I opened then, they looked stunning!",Yes,Yes,Yes
Sanders97,New Jersey,18 to 24,,Light Blonde,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Feels like nothing!,I received this product to review from Influenster but let me tell you it’s great! I think the product applies very evenly and pigmented but the applicator was a little awkward at first to get used to. The color selection is nice but I do wish it was a bit more long wearing,Yes,Yes,Yes
DanaLH,Ohio,35 to 44,,Medium Brown,Light,Neutral Undertone,Blue,5 out of 5 stars.,a year ago  ,5,5,Lasts all day!,I tried these lippies compliments of Influenster and I absolutely love them! The colors are great. I also love the applicator which makes it so easy to put on. The best part is how long they last. Definitely one of the best!,Yes,Yes,Yes
mrs_scg,"Philadelphia, PA",25 to 34,,Darkest Brown,Fair,Cool Undertone,Dark Brown,5 out of 5 stars.,a year ago  ,5,5,Great Product,"I received 3 shades of this lipstick for an honest review. This is the best liquid lipstick I have ever used! The application is great, it lasts a really long time and the color range is gorgeous! These do not dry out your lips at all. In fact very moisturizing for a matte lipstick. I will definitely be going out and buying more shades!",Yes,Yes,Yes
Mal2018,"Charleston, sc",18 to 24,,Medium Blonde,Fair,Warm Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Great lipstick!,I recieved this complimentary of influenster. It goes on smooth and has a glossy finish. The only con is that it doesnt last very long,Yes,Yes,Yes
samraj520,Detroit,25 to 34,,Medium Blonde,Light,Neutral Undertone,,5 out of 5 stars.,a year ago  ,5,5,Love these for everyday wear!,"I received three shades as free samples in exchange for an honest review. I absolutely love them! The colors do not have shade names written on them (but I believe they were Empower, Don’t, and Acheive), but they had ease of application, lightweight feel but pigmented color, and matte finish. Perfect for everyday wear. I could absolutely see myself purchasing more colors and recommending to friends!",Yes,,Yes
imckinney,"Marietta, Ga",18 to 24,,Dark Brown,Medium,,Light Brown,4 out of 5 stars.,a year ago  ,5,5,,This is a really lightweight lippie. It glides on smooth and is easy to apply. It lasts all day however the finish is not the best.,No,No,Yes
srgroves,"Fort Worth, TX",25 to 34,,Light Blonde,Light,Neutral Undertone,Blue,4 out of 5 stars.,a year ago  ,5,5,Love the lasting coverage!,"I love the range of colors for this matte lip color. The only reason it doesn’t get five stars is because I’m not a fan of the flexible end on the applicator wand - if I tried to put this on while driving, I would look a mess! But the color lasts great, it didn’t dry out my lips at all like some matte lippies do. I love it! I received this product complimentarily for testing purposes.",Yes,Yes,Yes
Gigi77,"Arlington, TX",,,,,,,5 out of 5 stars.,a year ago  ,5,5,A-M-AZ-I-N-G. !,"My favorite was the red shade ""Worth it"", It was soo ""worth it"". They're so pigmented and smell of roses or maybe cupcakes. They're also long lasting. ! They don't feel like you have a sticky, dry matte lipstick on. I love it ! I received this product complimentary for review purposes.",Yes,Yes,Yes
AnnaS,Houston,35 to 44,,Soft Black,Light,Neutral Undertone,Dark Brown,4 out of 5 stars.,a year ago  ,5,5,Beautiful shade and it lasts,This product has a very nice shade and it stays on the lips. It does have some kind of smell which is probably expected from this product. I receive this product for free.,Yes,,Yes
BriMc,"Gluckstadt, MS",35 to 44,,Darkest Brown,Light,Neutral Undertone,Hazel,5 out of 5 stars.,a year ago  ,5,5,Fantastic!,I received these lipsticks for free from Influenster to try out and review. So glad I got the chance because these are AMAZING. The colors are fantastic! The formula is great and goes on smooth. The applicator is super easy to use and apply the lipstick. It’s not drying like some other lasting lipsticks are and it doesn’t go on sticky. Leaves your lips feeling soft. Best part is that they last all day without bleeding. 100% would recommend these to anyone looking for a good last matte lipstick.,Yes,Yes,Yes
